Gene ID	Name	Notes
ECs3135	ECs3135	['racemase']
ECs5096	ECs5096	['cell', 'division', 'protein']
ECs2334	ECs2334	['oriC-binding', 'nucleoid-associated', 'protein']
ECs3817	ECs3817	['hypothetical', 'protein']
ECs2172	ECs2172	['tail', 'attachment', 'protein']
ECs4120	maf	['Maf-like', 'protein']
ECs1272	ECs1272	['rtn-like', 'protein']
ECs1800	ECs1800	['major', 'tail', 'subunit']
ECs2120	ECs2120	['ABC', 'transporter', 'ATP-binding', 'protein']
ECs0764	ECs0764	['methylaspartate', 'mutase', 'subunit', 'S']
ECO572262	NA
ECs1130	ECs1130	['hydrogenase', '1', 'b-type', 'cytochrome', 'subunit']
ECs1229	ECs1229	['hypothetical', 'protein']
ECs3596	nlpD	['Nlp', 'family', 'transcriptional', 'regulator']
ECs1877	ECs1877	['gamma-glutamyl-gamma-aminobutyraldehyde', 'dehydrogenase']
ECs1054	ECs1054	['hypothetical', 'protein']
ECs1248	ECs1248	['hypothetical', 'protein']
ECs5508	argV	['tRNA']
ECs3366	ECs3366	['hypothetical', 'protein']
ECs4294	ECs4294	['hypothetical', 'protein']
ECs1388	ECs1388	['transcriptional', 'regulator']
ECs3175	ECs3175	["5'-deoxynucleotidase"]
ECs1486	ECs1486	['hypothetical', 'protein']
ECs5168	ECs5168	['L-ascorbate', '6-phosphate', 'lactonase']
ECs0924	ECs0924	['hypothetical', 'protein']
ECs3616	ECs3616	['hypothetical', 'protein']
ECs2430	ECs2430	['hypothetical', 'protein']
ECs3447	ECs3447	['methyltransferase']
ECs0062	ECs0062	['23S', 'rRNA/tRNA', 'pseudouridine', 'synthase', 'A']
ECs1103	ECs1103	['hypothetical', 'protein']
ECs1875	puuD	['gamma-glutamyl-gamma-aminobutyrate', 'hydrolase']
ECs4184	rplD	['50S', 'ribosomal', 'protein', 'L4']
ECs5099	ECs5099	['biodegradative', 'arginine', 'decarboxylase']
ECs1223	ECs1223	['hypothetical', 'protein']
ECs5076	ECs5076	['aminoalkylphosphonic', 'acid', 'N-acetyltransferase']
ECs2230	ECs2230	['hypothetical', 'protein']
ECs1633	ECs1633	['minor', 'capsid', 'protein']
ECs2510	ECs2510	['transporter']
ECs0786	ECs0786	['galactose-1-phosphate', 'uridylyltransferase']
ECs1674	ECs1674	['hypothetical', 'protein']
ECs3799	ECs3799	['hypothetical', 'protein']
ECs2519	ECs2519	['hypothetical', 'protein']
ECs0684	ECs0684	['hypothetical', 'protein']
ECs5215	ECs5215	['anaerobic', 'ribonucleoside', 'triphosphate', 'reductase']
ECs2361	ECs2361	['ribonuclease', 'T']
ECs3918	ECs3918	['DNA', 'topoisomerase', 'IV', 'subunit', 'B']
ECs1727	ECs1727	['nitrate/nitrite', 'sensor', 'protein', 'NarX']
ECs0669	ECs0669	['hypothetical', 'protein']
ECs0789	ECs0789	['ModE', 'family', 'transcriptional', 'regulator']
ECs4522	NA
ECs4165	secY	['preprotein', 'translocase', 'subunit', 'SecY']
ECO570274	NA
ECs4495	ECs4495	['2-amino-3-ketobutyrate', 'CoA', 'ligase']
ECs0013	ECs0013	['hypothetical', 'protein']
ECs0218	ECs0218	['IcmF-like', 'protein']
ECs4652	ECs4652	['6-phosphogluconate', 'phosphatase']
ECs0988	ECs0988	['hypothetical', 'protein']
ECs3753	ECs3753	['selenate', 'reductase', 'subunit', 'YgfM']
ECs0248	fadE	['acyl-CoA', 'dehydrogenase']
ECs4787	NA
ECs1231	ECs1231	['outer', 'membrane', 'protein']
ECs1208	ECs1208	['transposase']
ECs4287	ECs4287	['regulator', 'of', 'gluconate', 'operon']
ECs2453	ECs2453	['arginine', 'succinyltransferase']
ECs4474	ECs4474	['hypothetical', 'protein']
ECs0479	ECs0479	['2-dehydropantoate', '2-reductase']
ECs5104	ECs5104	['fumarase', 'B']
ECs5520	rnpB	['miscRNA']
ECs2983	ECs2983	['hypothetical', 'protein']
ECs0344	ECs0344	['dehydrogenase', 'subunit']
ECs3926	ECs3926	['synthetase/amidase']
ECs4773	fadA	['3-ketoacyl-CoA', 'thiolase']
ECs1342	ECs1342	['hypothetical', 'protein']
ECs3891	ECs3891	['hypothetical', 'protein']
ECs0973	ECs0973	['thioredoxin', 'reductase']
ECs0791	modA	['molybdate', 'transporter', 'periplasmic', 'protein']
ECs4902	ECs4902	['hypothetical', 'protein']
ECs3764	ECs3764	['ssDNA', 'exonuclease', 'RecJ']
ECs3981	ECs3981	['hypothetical', 'protein']
ECs5578	rrlE	['23S', 'ribosomal', 'RNA']
ECO572786	NA
ECO573277	NA
ECs0777	ECs0777	['tol-pal', 'system', 'protein', 'YbgF']
ECs1501	ECs1501	['integrase']
ECs1484	thiK	['thiamine', 'kinase']
ECs4607	ECs4607	['hypothetical', 'protein']
ECs1133	ECs1133	['hydrogenase-1', 'operon', 'protein', 'HyaF']
ECs5151	ECs5151	['FtsH', 'protease', 'regulator', 'HflC']
ECO574052	NA
ECs1425	mdoC	['glucans', 'biosynthesis', 'protein']
ECs5302	ECs5302	['regulator']
ECs4357	ECs4357	['HicA-like', 'protein']
ECs1687	ECs1687	['murein', 'transglycosylase', 'E']
ECs1065	ECs1065	['hypothetical', 'protein']
ECs3288	ECs3288	['phosphoenolpyruvate-protein', 'phosphotransferase']
ECs4950	ECs4950	['hypothetical', 'protein']
ECs4472	ECs4472	['hypothetical', 'protein']
ECs1174	ECs1174	['exonuclease']
ECs4815	ECs4815	['hypothetical', 'protein']
ECs5039	ECs5039	['hypothetical', 'protein']
ECO575419	NA
ECs4114	ECs4114	['p-hydroxybenzoic', 'acid', 'efflux', 'subunit', 'AaeA']
ECs2624	ECs2624	['hypothetical', 'protein']
ECs2050	ECs2050	['hypothetical', 'protein']
ECs0984	ECs0984	['transporter']
ECs2429	ECs2429	['6-phosphofructokinase']
ECs3280	ECs3280	['hypothetical', 'protein']
ECs1384	ECs1384	['hypothetical', 'protein']
ECs1526	ECs1526	['hypothetical', 'protein']
ECs1088	ECs1088	['hypothetical', 'protein']
ECs2071	ECs2071	['cryptic', 'nitrate', 'reductase', '2', 'subunit', 'alpha']
ECs0181	lpxD	['UDP-3-O-[3-hydroxymyristoyl]', 'glucosamine', 'N-acyltransferase']
ECs2371	ECs2371	['riboflavin', 'synthase', 'subunit', 'alpha']
ECs1554	ECs1554	['minor', 'tail', 'protein']
ECs2008	ECs2008	['oxidoreductase']
ECs1966	ECs1966	['endopeptidase']
ECO574478	NA
ECs0715	ECs0715	['flavodoxin', 'FldA']
ECs2011	ECs2011	['phosphatidate', 'cytidylyltransferase']
ECs0884	ECs0884	['hypothetical', 'protein']
ECs5404	argN1	['tRNA']
ECs2964	ECs2964	['hypothetical', 'protein']
ECs2575	ntpA	['dATP', 'pyrophosphohydrolase']
ECs2185	ECs2185	['antirepressor', 'protein']
ECs2260	ECs2260	['hypothetical', 'protein']
ECs4797	ompL	['outer', 'membrane', 'porin', 'L']
ECp042	ECp042	['hypothetical', 'protein']
ECs4525	ECs4525	['bifunctional', '(p)ppGpp', 'synthetase', 'II/', "guanosine-3',5'-bis", 'pyrophosphate', "3'-pyrophosphohydrolase"]
ECs0532	ECs0532	['fosmidomycin', 'resistance', 'protein']
ECs3635	ECs3635	['hypothetical', 'protein']
ECs3431	recO	['DNA', 'repair', 'protein', 'RecO']
ECs0076	ECs0076	['isopropylmalate', 'isomerase', 'large', 'subunit']
ECs2872	dcd	['deoxycytidine', 'triphosphate', 'deaminase']
ECs0953	ECs0953	['regulator']
ECs2678	fliG	['flagellar', 'motor', 'switch', 'protein', 'G']
ECs3787	ECs3787	['methylmalonyl-CoA', 'mutase']
ECs4021	ECs4021	['chaperone']
ECs0753	sucC	['succinyl-CoA', 'synthetase', 'subunit', 'beta']
ECs5500	rrlG	['23S', 'ribosomal', 'RNA']
ECs0592	ECs0592	['fimbrial-like', 'protein']
ECs0603	ECs0603	['Rhs', 'core', 'protein']
ECs2295	ECs2295	['oxidoreductase', 'Fe-S', 'subunit']
ECs3176	ECs3176	['transporter']
ECs1503	ECs1503	['hypothetical', 'protein']
ECs3696	ECs3696	['LysR', 'family', 'transcriptional', 'regulator']
ECs0270	proA	['gamma-glutamyl', 'phosphate', 'reductase']
ECs2122	ECs2122	['transport', 'system', 'permease']
ECO572183	NA
ECs3312	ECs3312	['ethanolamine', 'ammonia-lyase', 'heavy', 'chain']
ECs2604	ECs2604	['trehalose-6-phosphate', 'synthase']
ECs0533	ushA	['bifunctional', 'UDP-sugar', "hydrolase/5'-nucleotidase", 'periplasmic']
ECs0776	ECs0776	['peptidoglycan-associated', 'outer', 'membrane', 'lipoprotein']
ECs0978	ECs0978	['seryl-tRNA', 'synthetase']
ECs4093	ECs4093	['hypothetical', 'protein']
ECs4960	ECs4960	['hypothetical', 'protein']
ECs0638	ECs0638	['hypothetical', 'protein']
ECs5460	ECs5460	['hypothetical', 'protein']
ECs1685	dadX	['pseudo']
ECs2629	ECs2629	['hypothetical', 'protein']
ECs0967	clpS	['ATP-dependent', 'Clp', 'protease', 'adaptor', 'protein', 'ClpS']
ECs4154	ECs4154	['16S', 'rRNA', 'm5C967', 'methyltransferase']
ECs1636	ECs1636	['DNA', 'packaging', 'protein']
ECs3327	ECs3327	['transketolase']
ECs5449	ileZ5	['tRNA']
ECs4105	ECs4105	['hypothetical', 'protein']
ECs5493	valY	['tRNA']
ECs1307	ECs1307	['hypothetical', 'protein']
ECs4486	gpsA	['NAD(P)H-dependent', 'glycerol-3-phosphate', 'dehydrogenase']
ECs4207	ECs4207	['hypothetical', 'protein']
ECs1904	ECs1904	['muconate', 'cycloisomerase', 'I']
ECs1834	NA
ECs5522	leuU	['tRNA']
ECO572646	NA
ECs0926	ECs0926	['DeoR', 'family', 'transcriptional', 'regulator']
ECs5375	rpmJ	['50S', 'ribosomal', 'protein', 'L36']
ECO573889	NA
ECs1159	ECs1159	['hypothetical', 'protein']
ECs3630	ECs3630	['oxidoreductase']
ECs3310	ECs3310	['hypothetical', 'protein']
ECs5355	ECs5355	['hypothetical', 'protein']
ECs4143	ECs4143	['transport', 'system', 'permease']
ECs1836	ECs1836	['anthranilate', 'synthase', 'component', 'I']
ECs4910	rpoB	['DNA-directed', 'RNA', 'polymerase', 'subunit', 'beta']
ECs5194	ECs5194	['hypothetical', 'protein']
ECs0796	ECs0796	['LysR', 'family', 'transcriptional', 'regulator']
ECs2538	ECs2538	['transporter']
ECs2809	ECs2809	['hypothetical', 'protein']
ECO570507	NA
ECs0622	ECs0622	['phosphopantetheinyltransferase', 'component', 'of', 'enterobactin', 'synthase', 'multienzyme', 'complex']
ECs2039	ECs2039	['collagenase']
ECs4497	rfaD	['ADP-L-glycero-D-mannoheptose-6-epimerase']
ECs5576	rrsE	['16S', 'ribosomal', 'RNA']
ECs5385	glnV	['tRNA']
pO157p37	pO157p37	['hypothetical', 'protein']
ECs2795	ECs2795	['transposase']
ECs5552	leuT1	['tRNA']
ECs1284	ECs1284	['holo-ACP', 'synthase']
ECs4675	ECs4675	['ATP', 'synthase', 'F0F1', 'subunit', 'gamma']
ECs2988	ECs2988	['regulatory', 'protein', 'CII']
ECs4548	ECs4548	['hypothetical', 'protein']
ECs5330	ECs5330	['DNA', 'polymerase', 'III', 'subunit', 'psi']
ECs1601	ECs1601	['sensor', 'protein', 'PhoQ']
pO157p16	pO157p16	['hypothetical', 'protein']
ECs1049	ECs1049	['hypothetical', 'protein']
ECs0566	ECs0566	['ureidoglycolate', 'hydrolase']
ECs3668	ECs3668	['GcvA', 'family', 'transcriptional', 'regulator']
ECs4040	ECs4040	['hypothetical', 'protein']
ECs4505	ECs4505	['RfaP', 'protein']
ECs3121	ECs3121	['antibiotic', 'resistance', 'protein']
ECs4809	rbn	['ribonuclease', 'BN']
ECs0468	ribH	['6,7-dimethyl-8-ribityllumazine', 'synthase']
ECO571990	NA
ECs4618	ECs4618	['hypothetical', 'protein']
ECs1160	ECs1160	['integrase']
ECO574518	NA
ECs3717	ECs3717	['EprJ', 'type', 'III', 'secretion', 'protein']
ECs2914	ECs2914	['type-1', 'fimbrial', 'protein']
ECs0962	ECs0962	['hypothetical', 'protein']
ECs0756	ECs0756	['cob(I)yrinic', 'acid', 'a,c-diamide', 'adenosyltransferase']
ECs3241	lacY	['galactoside', 'permease']
ECs5304	ECs5304	['hypothetical', 'protein']
ECs0921	ECs0921	['undecaprenyl', 'pyrophosphate', 'phosphatase']
ECs1036	ECs1036	['hypothetical', 'protein']
ECs2188	ECs2188	['holin']
ECs0699	ECs0699	['(dimethylallyl)adenosine', 'tRNA', 'methylthiotransferase']
ECs3184	ECs3184	['phosphodiesterase']
ECs1479	ECs1479	['PTS', 'system', 'glucose-specific', 'transporter', 'subunit', 'IIBC']
ECp088.2c	ECp088.2c	['hypothetical', 'protein']
ECs4033	ECs4033	['hypothetical', 'protein']
ECs2828	ECs2828	['regulator', 'of', 'length', 'of', 'O-antigen', 'component', 'of', 'lipopolysaccharide', 'chains']
ECs4866	ECs4866	['peptidoglycan', 'peptidase']
ECs0826	ECs0826	['hypothetical', 'protein']
ECs4098	ECs4098	['N-acetylneuraminate', 'lyase']
ECs3872	ECs3872	['low-affinity', 'phosphate', 'transport', 'protein']
ECs0362	ECs0362	['AidA-I', 'adhesin-like', 'protein']
ECs1705	ECs1705	['dihydroxyacetone', 'kinase', 'subunit', 'DhaK']
ECs1696	ECs1696	['methyltransferase']
ECs2096	ECs2096	['hypothetical', 'protein']
ECs1745	ECs1745	['hypothetical', 'protein']
ECs4746	ECs4746	['magnesium/nickel/cobalt', 'transporter', 'CorA']
ECs1414	ECs1414	['protein', 'CsgG']
ECs3115	ECs3115	['3-demethylubiquinone-9', '3-methyltransferase']
ECO575204	NA
ECs0588	cysS	['cysteinyl-tRNA', 'synthetase']
ECs3770	NA
ECs2384	ECs2384	['murein', 'lipoprotein']
ECO572665	NA
ECs2298	ECs2298	['voltage-gated', 'ClC-type', 'chloride', 'channel', 'ClcB']
ECs2902	ECs2902	['hypothetical', 'protein']
ECs5206	ECs5206	['ABC', 'transporter', 'ATP-binding', 'protein']
ECs1472	acpP	['acyl', 'carrier', 'protein']
ECs1782	ECs1782	['holin']
ECs4378	ECs4378	['hypothetical', 'protein']
ECs3328	ECs3328	['hypothetical', 'protein']
ECs4796	ECs4796	['resistance', 'protein']
ECs0118	aceE	['pyruvate', 'dehydrogenase', 'subunit', 'E1']
ECs2431	ECs2431	['hypothetical', 'protein']
ECs4089	ECs4089	['aerobic', 'respiration', 'control', 'sensor', 'protein', 'ArcB']
ECs3673	mltA	['murein', 'transglycosylase', 'A']
ECs3117	ECs3117	['ribonucleotide-diphosphate', 'reductase', 'subunit', 'alpha']
ECs1286	ECs1286	['(3R)-hydroxymyristoyl-ACP', 'dehydratase']
ECs2415	ECs2415	['lipoprotein']
ECs1583	ECs1583	['hypothetical', 'protein']
ECs0859	moaA	['molybdenum', 'cofactor', 'biosynthesis', 'protein', 'A']
ECs2768	ECs2768	['cell', 'division', 'inhibition', 'protein']
ECs0332	ECs0332	['hypothetical', 'protein']
ECs1324	ureC	['urease', 'subunit', 'alpha']
ECs3930	ECs3930	['hypothetical', 'protein']
ECs3539	nrdF	['ribonucleotide-diphosphate', 'reductase', 'subunit', 'beta']
ECs4715	ECs4715	['rho', 'operon', 'leader', 'peptide']
ECs0991	ECs0991	['3-phosphoshikimate', '1-carboxyvinyltransferase']
ECs0116	ECs0116	['aromatic', 'amino', 'acid', 'transporter']
ECs0235	ECs0235	['hypothetical', 'protein']
ECs3183	ECs3183	['regulator']
ECs3638	ECs3638	['hypothetical', 'protein']
ECs4253	ECs4253	['hypothetical', 'protein']
ECs1226	ECs1226	['hypothetical', 'protein']
ECs0738	ECs0738	['LamB/YcsF', 'family', 'protein']
ECs5035	alr	['alanine', 'racemase']
ECs3493	ECs3493	['hypothetical', 'protein']
ECs1902	ECs1902	['DNA-binding', 'transcriptional', 'regulator', 'TyrR']
ECs1128	ECs1128	['hydrogenase-1', 'small', 'subunit']
ECs4075	ECs4075	['calcium/sodium:proton', 'antiporter']
ECs2771	ECs2771	['hypothetical', 'protein']
ECs3427	ECs3427	['DNA-binding', 'transcriptional', 'regulator']
ECs2738	ECs2738	['putative', 'lipoprotein', 'precursor']
ECs2405	ECs2405	['electron', 'transfer', 'flavoprotein', 'subunit', 'YdiR']
ECs4017	NA
pO157p43	pO157p43	['hypothetical', 'protein']
ECs2127	ECs2127	['hypothetical', 'protein']
ECs1263	ECs1263	['cytochrome']
ECs4306	ECs4306	['hypothetical', 'protein']
ECs1292	ECs1292	['ABC', 'transporter', 'ATP-binding', 'protein']
ECO573063	NA
ECs2614	ECs2614	['hypothetical', 'protein']
ECs3193	ECs3193	['histidine', 'transport', 'system', 'histidine-binding', 'periplasmic', 'protein']
ECs2954	ECs2954	['minor', 'tail', 'protein']
ECs5480	ECs5480	['hypothetical', 'protein']
ECs3219	ECs3219	['fimbrial', 'protein']
ECs2565	ECs2565	['lipid', 'A', 'biosynthesis', '(KDO)2-(lauroyl)-lipid', 'IVA', 'acyltransferase']
ECs3321	ECs3321	['hypothetical', 'protein']
ECs0760	ECs0760	['hypothetical', 'protein']
ECs5056	ECs5056	['heme', 'lyase', 'subunit', 'NrfE']
ECs4321	ECs4321	['hypothetical', 'protein']
ECs4014	ECs4014	['N-acetyl-galactosamine/galactosamine', 'PTS', 'system', 'enzyme', 'IIA', 'component']
ECs1420	ECs1420	['cryptic', 'curlin', 'major', 'subunit']
ECs1630	ECs1630	['terminase', 'large', 'subunit']
ECs3384	ECs3384	['anaerobic', 'dimethyl', 'sulfoxide', 'reductase', 'subunit', 'A']
ECs0506	ECs0506	['acyl-CoA', 'thioesterase', 'II']
ECs0679	ECs0679	['LPS-assembly', 'lipoprotein', 'RlpB']
ECs3975	ECs3975	['hexuronates', 'transport', 'protein']
ECs2058	ECs2058	['transferase']
ECs3457	rluD	['23S', 'rRNA', 'pseudouridine', 'synthase', 'D']
ECs2627	ECs2627	['hypothetical', 'protein']
ECs2729	ECs2729	['hypothetical', 'protein']
ECs5370	rrfH	['5S', 'ribosomal', 'RNA']
ECs5124	groEL	['molecular', 'chaperone', 'GroEL']
ECs2469	ECs2469	['DNA', 'topoisomerase', 'III']
ECs3445	ECs3445	['autonomous', 'glycyl', 'radical', 'cofactor', 'GrcA']
ECs5262	ECs5262	['hypothetical', 'protein']
ECs2332	ECs2332	['oxidoreductase']
ECs0045	fixB	['electron', 'transfer', 'flavoprotein', 'FixB']
ECs4989	ECs4989	['tail', 'fiber']
ECs2152	ECs2152	['transporter']
ECs3251	ECs3251	['hypothetical', 'protein']
ECs4064	rpmA	['50S', 'ribosomal', 'protein', 'L27']
ECO573583	NA
ECs2841	ECs2841	['perosamine', 'synthetase']
ECs4242	ECs4242	['ribosome-associated', 'heat', 'shock', 'protein', 'Hsp15']
ECs0036	carB	['carbamoyl', 'phosphate', 'synthase', 'large', 'subunit']
ECO574536	NA
ECs0326	ECs0326	['hypothetical', 'protein']
ECs2842	ECs2842	['O', 'antigen', 'flippase']
ECs1714	lolB	['outer', 'membrane', 'lipoprotein', 'LolB']
ECs5589	glyY	['tRNA']
ECs2245	ECs2245	['hypothetical', 'protein']
ECO573262	NA
ECs2481	ECs2481	['kinase']
ECO573773	NA
ECs1287	ECs1287	['acyl', 'carrier', 'protein']
ECs5247	ECs5247	['hypothetical', 'protein']
ECs5211	ECs5211	['hypothetical', 'protein']
ECs0761	ECs0761	['3-methylaspartate', 'ammonia-lyase']
ECs3202	NA
ECs2186	ECs2186	['endolysin']
ECs2389	sufC	['ABC', 'transporter', 'ATP-binding', 'protein']
ECs0032	NA
ECs0774	tolA	['cell', 'envelope', 'integrity', 'inner', 'membrane', 'protein', 'TolA']
ECs3509	ECs3509	['hypothetical', 'protein']
ECs2193	ECs2193	['anti-terminator', 'protein']
ECs5256	ECs5256	['hypothetical', 'protein']
ECs2514	ECs2514	['long-chain-fatty-acid--CoA', 'ligase']
ECs3514	ECs3514	['hypothetical', 'protein']
ECs0348	ECs0348	['hypothetical', 'protein']
ECs3205	flk	['flagella', 'biosynthesis', 'regulator']
ECs0472	ECs0472	['hypothetical', 'protein']
ECs0263	prfH	['peptide', 'chain', 'release', 'factor-like', 'protein']
ECs5333	prfC	['peptide', 'chain', 'release', 'factor', '3']
ECs3537	nrdI	['ribonucleotide', 'reductase', 'stimulatory', 'protein']
ECO571638	NA
ECs0934	ECs0934	['putrescine', 'ABC', 'transporter', 'periplasmic-binding', 'protein']
ECs3777	ECs3777	['2-octaprenylphenol', 'hydroxylase']
ECs0155	ECs0155	['iron-hydroxamate', 'transporter', 'ATP-binding', 'protein']
ECs2723	ECs2723	['minor', 'tail', 'protein']
ECs1237	ECs1237	['hypothetical', 'protein']
ECs1973	ECs1973	['hypothetical', 'protein']
ECs1181	ECs1181	['hypothetical', 'protein']
ECs1921	ECs1921	['hypothetical', 'protein']
ECs2498	ECs2498	['hypothetical', 'protein']
ECs0184	lpxB	['lipid-A-disaccharide', 'synthase']
ECs1113	ECs1113	['minor', 'tail', 'protein']
ECs1814	ECs1814	['hypothetical', 'protein']
ECs1408	ECs1408	['hypothetical', 'protein']
ECs3400	ECs3400	['hypothetical', 'protein']
ECs3369	guaA	['GMP', 'synthase']
ECs0833	ECs0833	['minor', 'tail', 'protein']
ECs4779	ECs4779	['molybdopterin-guanine', 'dinucleotide', 'biosynthesis', 'protein', 'B']
ECs3031	ECs3031	['transporter']
ECs2860	ECs2860	['glycosyl', 'transferase', 'family', 'protein']
ECs3203	ECs3203	['semialdehyde', 'dehydrogenase']
ECs1109	ECs1109	['head', 'decoration', 'protein']
ECs4046	rpsO	['30S', 'ribosomal', 'protein', 'S15']
ECs3805	ECs3805	['DNA-binding', 'transcriptional', 'regulator']
ECs5401	serW	['tRNA']
ECs0728	ECs0728	['hypothetical', 'protein']
ECs2580	ECs2580	['hypothetical', 'protein']
ECs3489	ECs3489	['hypothetical', 'protein']
ECs2596	ECs2596	['methyl-accepting', 'chemotaxis', 'protein', 'II']
ECs1496	ECs1496	['outer', 'membrane-specific', 'lipoprotein', 'transporter', 'subunit', 'LolE']
ECs1009	ECs1009	['hypothetical', 'protein']
ECs0262	ECs0262	['hypothetical', 'protein']
ECs0700	NA
ECO571255	NA
ECs2401	ECs2401	['acetate', 'CoA-transferase', 'YdiF']
ECs2449	ECs2449	['hypothetical', 'protein']
ECs1447	ECs1447	['hypothetical', 'protein']
ECs4349	ECs4349	['GntR', 'family', 'transcriptional', 'regulator']
ECs3757	ECs3757	['oxidoreductase']
ECO570677	NA
ECs3289	ECs3289	['PTS', 'system', 'glucose-specific', 'transporter']
ECs0164	dgt	['deoxyguanosinetriphosphate', 'triphosphohydrolase']
ECs1141	ECs1141	['hypothetical', 'protein']
pO157p70	pO157p70	['hypothetical', 'protein']
ECs3645	rumA	['23S', 'rRNA', '(uracil(1939)-C(5))-methyltransferase']
ECO574264	NA
ECs0238	ECs0238	['hypothetical', 'protein']
ECs1863	ECs1863	['multidrug-efflux', 'transport', 'protein']
ECs5481	ECs5481	['hypothetical', 'protein']
ECs1428	ECs1428	['hypothetical', 'protein']
ECs4928	ECs4928	['phosphoribosylamine--glycine', 'ligase']
ECs5525	rrfD	['5S', 'ribosomal', 'RNA']
pO157p44	pO157p44	['hypothetical', 'protein']
ECs2901	ECs2901	['nucleoside', 'permease']
ECs1360	ECs1360	['bifunctional', 'enterobactin', 'receptor/adhesin', 'protein']
ECs3518	ECs3518	['hypothetical', 'protein']
ECs3279	ECs3279	['hypothetical', 'protein']
ECs3313	eutA	['reactivating', 'factor', 'for', 'ethanolamine', 'ammonia', 'lyase']
ECs3526	ECs3526	['LysM', 'domain/BON', 'superfamily', 'protein']
ECs4880	pflD	['formate', 'acetyltransferase', '2']
ECs1495	lolD	['lipoprotein', 'transporter', 'ATP-binding', 'protein']
ECs0671	ECs0671	['rare', 'lipoprotein', 'A']
ECs1311	ECs1311	['transposase']
ECs3823	ECs3823	['glutathione', 'synthetase']
ECs3024	ECs3024	['acetoin', 'dehydrogenase']
ECs4800	ECs4800	['alpha-glucosidase']
ECs2109	ECs2109	['fimbrial-like', 'protein']
ECs2502	ECs2502	['hypothetical', 'protein']
ECs4680	ECs4680	['ATP', 'synthase', 'F0F1', 'subunit', 'A']
ECs5285	iraD	['DNA', 'replication/recombination/repair', 'protein']
ECs4422	ECs4422	['peptide', 'ABC', 'transporter']
ECs3538	ECs3538	['ribonucleotide-diphosphate', 'reductase', 'subunit', 'alpha']
ECs4789	ECs4789	['coproporphyrinogen', 'III', 'oxidase']
ECs3293	ECs3293	['sulfate/thiosulfate', 'transporter', 'subunit']
ECs1435	ECs1435	['cytochrome']
ECs4072	ECs4072	['hypothetical', 'protein']
ECs0655	ECs0655	['citrate', 'lyase', 'subunit', 'beta']
ECs2677	fliF	['flagellar', 'MS-ring', 'protein']
ECs2455	ECs2455	['exonuclease', 'III']
ECs4764	ECs4764	['hypothetical', 'protein']
ECs3992	ECs3992	['L-serine', 'deaminase']
ECs2206	ECs2206	['hypothetical', 'protein']
ECs1341	ECs1341	['effector', 'protein']
ECs0232	ECs0232	['hypothetical', 'protein']
